"date","price","dividend","ratio","iratio"
2005-11-30,1249.48,1.82,0.549450549450549,124.725274725275
2005-12-30,1248.29,1.84,0.543478260869565,123.369565217391
2006-01-31,1280.08,1.83,0.546448087431694,124.043715846995
2006-02-28,1280.66,1.85,0.54054054054054,122.702702702703
2006-03-31,1294.83,1.85,0.54054054054054,122.702702702703
2006-04-28,1310.61,1.84,0.543478260869565,123.369565217391
2006-05-31,1270.09,1.94,0.515463917525773,117.010309278351
2006-06-30,1270.2,1.94,0.515463917525773,117.010309278351
2006-07-31,1276.66,1.91,0.523560209424084,118.848167539267
2006-08-31,1303.82,1.89,0.529100529100529,120.10582010582
2006-09-29,1335.85,1.85,0.54054054054054,122.702702702703
2006-10-31,1377.94,1.81,0.552486187845304,125.414364640884
2006-11-30,1400.63,1.78,0.561797752808989,127.52808988764
2006-12-29,1418.3,1.79,0.558659217877095,126.815642458101
2007-01-31,1438.24,1.79,0.558659217877095,126.815642458101
2007-02-28,1406.82,1.86,0.537634408602151,122.043010752688
2007-03-30,1420.86,1.87,0.53475935828877,121.390374331551
2007-04-30,1482.37,1.82,0.549450549450549,124.725274725275
2007-05-31,1530.62,1.77,0.564971751412429,128.248587570621
2007-06-29,1503.35,1.8,0.555555555555556,126.111111111111
2007-07-31,1455.27,1.89,0.529100529100529,120.10582010582
2007-08-31,1473.99,1.88,0.531914893617021,120.744680851064
2007-09-28,1526.75,1.84,0.543478260869565,123.369565217391
2007-10-31,1549.38,1.81,0.552486187845304,125.414364640884
2007-11-30,1481.14,1.9,0.526315789473684,119.473684210526
2007-12-31,1468.35,1.95,0.512820512820513,116.410256410256
2008-01-31,1378.55,2.04,0.490196078431373,111.274509803922
2008-02-29,1330.63,2.14,0.467289719626168,106.07476635514
2008-03-31,1322.7,2.12,0.471698113207547,107.075471698113
2008-04-30,1385.59,2.03,0.492610837438424,111.822660098522
2008-05-30,1400.38,2.02,0.495049504950495,112.376237623762
2008-06-30,1280,2.24,0.446428571428571,101.339285714286
2008-07-31,1267.38,2.23,0.448430493273543,101.793721973094
2008-08-29,1282.83,2.21,0.452488687782805,102.714932126697
2008-09-30,1166.36,2.45,0.408163265306122,92.6530612244898
2008-10-31,968.75,2.82,0.354609929078014,80.4964539007092
2008-11-28,896.24,3.04,0.328947368421053,74.671052631579
2008-12-31,903.25,2.98,0.335570469798658,76.1744966442953
2009-01-30,825.88,3.1,0.32258064516129,73.2258064516129
2009-02-27,735.09,3.3,0.303030303030303,68.7878787878788
2009-03-31,797.87,3.01,0.332225913621262,75.4152823920266
2009-04-30,872.81,2.6,0.384615384615385,87.3076923076923
2009-05-29,919.14,2.46,0.40650406504065,92.2764227642276
2009-06-30,919.32,2.33,0.429184549356223,97.4248927038627
2009-07-31,987.48,2.17,0.460829493087558,104.608294930876
2009-08-31,1020.62,2.09,0.478468899521531,108.612440191388
2009-09-30,1057.08,2.03,0.492610837438424,111.822660098522
2009-10-30,1036.19,2.06,0.485436893203884,110.194174757282
2009-11-30,1095.63,1.96,0.510204081632653,115.816326530612
2009-12-31,1115.1,1.93,0.518134715025907,117.616580310881
2010-01-29,1073.87,2.01,0.497512437810945,112.935323383085
2010-02-26,1104.49,1.97,0.50761421319797,115.228426395939
2010-03-31,1169.43,1.87,0.53475935828877,121.390374331551
2010-04-30,1186.69,1.87,0.53475935828877,121.390374331551
2010-05-31,1089.41,2.05,0.487804878048781,110.731707317073
2010-06-30,1030.71,2.19,0.45662100456621,103.65296803653
2010-07-30,1101.6,2.07,0.483091787439614,109.661835748792
