"cz","cz_name","state","children_in_1980_82_cohorts","am_80_82_cohort","rm_80_82_cohort","p_child_in_q5_parent_in_q1_80_85_cohort","am_college_attendance","rm_college_attendance","am_teenage_birth","rm_teenage_birth","am_females","rm_females","am_males","rm_males","am_males_individual_income","rm_males_individual_income","am_cost_of_living_adjusted","rm_cost_of_living_adjusted","am_2011_2012_parent_income","rm_2011_2012_parent_income","am_single_parents","rm_single_parents","am_married_parents","rm_married_parents","am_83_85_cohort","rm_83_85_cohort","am_80_85_cohort","rm_80_85_cohort","am_white_80_zips","rm_white_80_zips","am_poverty_line","rm_poverty_line","am_college_quality","rm_college_quality"
5300,"West Memphis","AR",6390,35.2185,0.4375,0.0320140719413757,39.49225,0.65341,34.1805,-0.43778,36.58425,0.44669,33.83375,0.42735,38.94575,0.39467,36.38125,0.42581,34.2735,0.37878,32.70525,0.36073,39.24275,0.36583,36.39325,0.40165,35.7995,0.41874,,,66.38825,0.41265,36.5785,0.171935
5401,"Bowling Green","KY",5908,40.35225,0.35469,0.0642673522233963,37.188,0.77056,26.4435,-0.31094,41.0415,0.3837,39.66775,0.32615,42.9955,0.30042,42.2405,0.3457,40.93,0.32892,36.48625,0.33037,42.97225,0.30561,42.0785,0.32674,41.214,0.34004,40.36375,0.35463,69.47625,0.36837,37.01688,0.18789
5402,"Glasgow","KY",3250,42.372,0.37124,0.0613557659089565,37.58625,0.78305,22.41775,-0.25641,44.24075,0.39711,40.4575,0.34894,42.823,0.32268,44.792,0.34856,41.84575,0.35419,39.7825,0.34134,43.3625,0.35342,43.59275,0.33407,42.9545,0.3519,42.40925,0.36929,73.834,0.35376,37.70338,0.19266
5500,"Columbia","TN",6587,39.43625,0.30425,0.057019267231226,28.93175,0.70075,28.33925,-0.29163,41.08075,0.31367,37.87,0.29532,41.5235,0.28578,41.379,0.29584,40.66575,0.30279,37.1965,0.22578,40.97225,0.28369,40.09425,0.31841,39.7805,0.31014,40.461,0.29332,69.23175,0.34723,34.21869,0.145725
5600,"Nashville","TN",42917,38.20225,0.35681,0.0572634488344193,33.37625,0.77097,28.42175,-0.34805,39.82975,0.36407,36.594,0.34884,40.3505,0.33254,39.2515,0.35538,40.1965,0.3161,35.90575,0.35235,41.28025,0.30237,39.669,0.3358,38.97475,0.34523,41.4435,0.31418,67.855,0.34896,35.94756,0.17921
5700,"Tullahoma","TN",4829,39.18275,0.37467,0.0614474266767502,29.33175,0.81183,25.657,-0.30168,40.32825,0.37225,38.04675,0.37771,42.13075,0.34647,40.716,0.36272,39.7675,0.34462,36.8815,0.27338,40.45675,0.35659,42.46675,0.33711,40.8195,0.3545,39.857,0.36848,69.55325,0.35561,34.07294,0.184355
5800,"Dickson","TN",5373,39.72225,0.36409,0.0715361461043358,28.20975,0.76747,25.98925,-0.27855,40.48075,0.39467,38.96225,0.33189,43.2495,0.30462,41.5005,0.35606,40.50525,0.31833,37.75975,0.25279,40.5705,0.35866,42.29725,0.33733,41.04375,0.34839,39.71325,0.36389,69.5755,0.37822,34.83244,0.17264
5900,"Clarksville","TN",8506,39.1895,0.34194,0.0599688477814198,33.83975,0.71655,27.9825,-0.30654,40.5,0.35604,37.901,0.3296,42.4505,0.31694,40.57625,0.32961,39.0865,0.27258,37.46275,0.34059,40.76925,0.30685,40.44325,0.33189,39.879,0.33548,42.271,0.31204,69.95825,0.35269,36.34031,0.171635
6000,"Huntsville","AL",18969,38.46875,0.36263,0.0566761530935764,37.80875,0.76735,26.84575,-0.34221,39.95825,0.38245,37.00625,0.34293,40.9155,0.3325,39.4685,0.35858,39.3625,0.3303,35.55925,0.30013,41.45625,0.31521,39.9575,0.35098,39.2555,0.35578,41.353,0.34336,68.0775,0.33194,37.3915,0.188755
6100,"Gadsden","AL",11274,41.1705,0.36822,0.0710566639900208,28.16725,0.86281,26.07075,-0.31929,42.441,0.36352,39.914,0.37128,43.9525,0.33334,42.7955,0.35962,41.6265,0.32422,38.24825,0.29745,42.9395,0.33714,42.56175,0.36631,41.88475,0.36603,41.7385,0.3579,71.06275,0.33879,33.37613,0.192305
6200,"Florence","AL",8496,41.46725,0.36069,0.0710671544075012,35.8055,0.8175,25.468,-0.3242,42.116,0.39692,40.83775,0.32455,44.532,0.30436,42.95125,0.35233,41.564,0.33072,39.68275,0.36179,42.886,0.33128,43.1595,0.36694,42.33875,0.36255,42.209,0.36348,71.465,0.34448,36.06363,0.194925
6301,"McMinnville","TN",3101,39.344,0.36504,0.0572254322469234,28.865,0.7766,27.2065,-0.2805,40.87325,0.37785,37.79325,0.35037,41.011,0.3256,41.4085,0.34666,39.75,0.34536,38.09775,0.26791,39.5845,0.3705,41.5765,0.33042,40.451,0.34648,39.344,0.36504,69.3545,0.3797,34.69637,0.18134
6302,"Cookeville","TN",3328,41.246,0.3074,0.0720288082957268,35.7745,0.77366,22.5315,-0.26802,43.33525,0.34477,39.15675,0.27643,41.1535,0.27286,43.431,0.29488,41.09425,0.30409,40.681,0.39664,41.91875,0.28663,42.9385,0.3159,42.075,0.31176,41.245,0.3084,72.578,0.28684,38.33381,0.201535
6401,"Chattanooga","TN",17775,37.94875,0.36171,0.0570530630648136,36.825,0.79612,28.02075,-0.34981,39.2565,0.37454,36.66175,0.34731,40.92975,0.31583,39.57925,0.35277,38.72875,0.33079,35.67675,0.35159,40.48675,0.31483,39.52525,0.34689,38.76,0.35324,39.8665,0.33294,67.107,0.37644,35.73925,0.2004
6402,"Crossville","TN",3331,40.567,0.34848,0.0708446875214577,30.83425,0.78617,26.03,-0.32012,41.833,0.35796,39.32,0.34208,42.444,0.31012,42.68925,0.33177,40.0285,0.32562,38.4395,0.28738,41.4715,0.3343,43.0615,0.3447,41.8535,0.34514,40.65525,0.34869,69.5725,0.43918,34.65819,0.180335
6501,"Ellijay","GA",1295,40.678,0.27608,0.064965195953846,27.26125,0.63185,25.27925,-0.20107,41.37875,0.31035,40.02975,0.24435,41.36625,0.22945,42.10675,0.27295,41.21175,0.23647,39.58375,0.31879,41.41825,0.25585,40.919,0.347,40.81825,0.31161,40.7295,0.27966,72.4865,0.30078,34.52306,0.154005
6502,"Cleveland","TN",7045,39.1795,0.3451,0.0668229758739471,30.414,0.79632,26.56325,-0.22659,40.01975,0.36759,38.3535,0.32246,42.4155,0.29082,41.02275,0.33635,39.788,0.3154,37.2125,0.30566,40.31,0.32588,41.833,0.31416,40.54025,0.32789,39.1795,0.3451,68.3605,0.37322,35.44875,0.174955
6600,"Rome","GA",14982,37.42175,0.35703,0.0484621338546276,29.4955,0.7821,29.744,-0.31684,38.3525,0.35942,36.52125,0.35449,40.75725,0.33613,38.7955,0.34662,38.69525,0.32597,35.71475,0.30739,38.85625,0.33317,40.0045,0.33322,38.78,0.34316,37.6315,0.3577,68.19849,0.34826,33.29313,0.18119
6700,"Tampa","FL",64012,39.1325,0.33546,0.060128428041935,39.2085,0.7237,23.35425,-0.32027,41.19575,0.34495,37.09975,0.32659,41.877,0.31576,39.845,0.32684,39.20125,0.29553,37.25025,0.32013,41.36625,0.29549,40.4675,0.29142,39.8515,0.31158,40.86225,0.31269,71.3345,0.27646,38.54712,0.20099
6800,"Lakeland","FL",19813,39.42275,0.34039,0.0520584955811501,35.60975,0.75219,28.69175,-0.35881,40.33325,0.35517,38.5245,0.32514,43.22325,0.30745,40.5325,0.32798,38.9525,0.30134,37.3085,0.27834,41.40875,0.30743,40.56575,0.31027,40.02625,0.32413,42.03025,0.31377,73.094,0.28364,36.39231,0.19089
6900,"Sarasota","FL",18433,39.22875,0.30435,0.0683156624436378,37.19975,0.68539,22.26125,-0.28211,41.66625,0.30145,36.805,0.30728,41.54025,0.29873,39.68175,0.30059,40.492,0.26788,37.3715,0.27874,41.31825,0.26853,40.4585,0.28118,39.8835,0.29166,41.84125,0.26321,70.5845,0.2667,38.46437,0.182835
7000,"Miami","FL",108435,41.452,0.26672,0.0729660838842392,49.9005,0.55078,18.678,-0.23416,43.64475,0.27291,39.11175,0.26271,43.7845,0.27118,41.6615,0.26062,42.044,0.24536,39.24975,0.21811,44.4855,0.2241,42.302,0.21284,41.9225,0.2375,44.9505,0.23134,76.3245,0.1647,42.49012,0.16358
7100,"Port St. Lucie","FL",40539,38.99625,0.30329,0.062430378049612,43.09075,0.64567,21.912,-0.28936,41.17625,0.30897,36.7805,0.29898,41.7575,0.2951,39.10625,0.29845,40.234,0.27576,36.98875,0.27599,41.6965,0.26022,40.07325,0.26441,39.58675,0.28207,42.49525,0.25281,71.23175,0.23759,40.28162,0.18576
7200,"Cape Coral","FL",15243,39.508,0.30116,0.0601915195584297,35.80475,0.69351,24.44675,-0.32509,41.13475,0.31119,37.865,0.2918,42.154,0.29188,39.80025,0.29953,41.1055,0.25166,38.125,0.30744,41.327,0.26684,40.68525,0.27261,40.1565,0.28542,41.91125,0.26473,71.1865,0.26702,37.70756,0.183375
7300,"Palm Bay","FL",18277,39.41625,0.30721,0.0658892095088959,48.8175,0.6489,21.1365,-0.27998,41.62675,0.31263,37.2025,0.30222,41.80675,0.29451,39.85,0.30064,39.29875,0.27067,37.5415,0.28594,41.22175,0.27427,40.79925,0.27501,40.1575,0.28958,40.1555,0.29494,70.16925,0.27901,40.98444,0.184995
7400,"Orlando","FL",53941,39.114,0.32616,0.0578166097402573,41.79525,0.69829,22.549,-0.3048,41.1825,0.33258,37.0345,0.31934,41.8415,0.3105,39.76125,0.31749,39.44375,0.28155,36.8695,0.31462,41.922,0.27392,40.1,0.29064,39.65025,0.30669,41.24,0.30892,71.4955,0.27906,39.5525,0.190905
7500,"Deltona","FL",16478,39.173,0.30836,0.058778915554285,45.15825,0.63337,21.8345,-0.28698,41.0885,0.32606,37.35925,0.29081,42.17825,0.28609,39.777,0.30388,39.20025,0.24757,36.55575,0.29991,41.76275,0.25399,40.14025,0.28401,39.68875,0.29503,40.29125,0.27637,70.76225,0.27801,39.96313,0.165695
7600,"Jacksonville","FL",43299,37.532,0.36144,0.0492131598293781,35.092,0.74728,26.53275,-0.34177,39.65725,0.37073,35.3265,0.35394,39.96675,0.34543,38.109,0.35512,38.0525,0.30118,35.39175,0.30823,39.8975,0.32186,38.98625,0.32737,38.32575,0.34255,40.03225,0.32869,68.90575,0.32807,36.42875,0.19678
7700,"Lake City","FL",5557,38.742,0.37392,0.0495394580066204,34.461,0.67772,26.103,-0.28816,39.9885,0.38662,37.5605,0.36242,42.2665,0.34942,39.6565,0.3665,37.896,0.31288,36.21425,0.36477,41.28275,0.31683,40.00625,0.35097,39.40825,0.36053,40.65625,0.31893,71.10775,0.33607,35.41994,0.159565
7800,"Ocala","FL",10709,38.9505,0.32902,0.0564204938709736,36.7185,0.70054,24.00075,-0.30805,40.874,0.30996,37.0485,0.34874,41.27625,0.33613,39.706,0.32392,38.39675,0.28511,36.79475,0.28839,40.60225,0.29885,40.541,0.30116,39.79525,0.31337,39.7735,0.31782,70.01151,0.30566,36.84125,0.181465
7900,"Gainesville","FL",10384,38.56225,0.36585,0.0496746562421322,37.46875,0.82019,24.33625,-0.34179,39.92025,0.38077,37.269,0.3514,41.40025,0.33301,39.31875,0.35299,37.4505,0.3325,35.70725,0.34585,41.87725,0.30205,39.39675,0.31007,38.99075,0.33691,40.8905,0.32626,69.5295,0.3169,36.64338,0.21932
8000,"Sumter","SC",8987,36.382,0.39268,0.0349367074668407,37.38575,0.76875,26.47525,-0.33919,38.107,0.39608,34.663,0.38844,40.06975,0.36155,36.95025,0.38577,36.4265,0.34626,34.14825,0.29709,38.93675,0.34931,37.95325,0.37045,37.17,0.38108,,,69.44,0.36604,36.31225,0.20371
8100,"Columbia","SC",26624,35.94475,0.39879,0.0372132658958435,39.6445,0.79058,26.4435,-0.35342,37.4745,0.4191,34.408,0.37908,39.524,0.35196,36.392,0.3968,36.63875,0.35791,34.397,0.36108,38.32175,0.35755,37.71375,0.35715,36.83025,0.37749,40.81675,0.35423,67.75075,0.37091,37.76775,0.2077
8201,"Barnwell","SC",3251,35.00675,0.39495,0.0353721454739571,32.74575,0.81983,28.308,-0.31088,35.96825,0.43157,34.06225,0.36005,40.4875,0.32738,35.58625,0.38953,34.7095,0.3681,32.39175,0.29895,38.07925,0.34453,36.225,0.37884,35.61975,0.38623,,,66.93975,0.39127,36.30769,0.201
8202,"Charleston","SC",21271,37.687,0.3436,0.0444692373275757,39.4795,0.72094,26.5535,-0.33318,39.64475,0.34187,35.62075,0.34655,41.05025,0.31937,38.12925,0.34093,37.951,0.306,36.2545,0.3003,39.44175,0.31467,38.8835,0.32682,38.32225,0.33433,41.02675,0.30147,70.4575,0.29698,37.24257,0.19042
8300,"Greenville","SC",31074,37.08175,0.38079,0.046985749155283,34.27675,0.80643,27.195,-0.34448,38.5385,0.38274,35.6015,0.37946,39.78075,0.35751,38.04025,0.37521,38.64,0.34904,35.2325,0.35522,39.28325,0.34113,39.499,0.34432,38.31875,0.36155,38.912,0.35064,68.6545,0.35642,34.82081,0.19695
8401,"Aiken","GA",21868,36.209,0.37976,0.0410487502813339,36.816,0.75896,27.82675,-0.35077,37.686,0.39168,34.7125,0.36798,40.005,0.33596,36.90275,0.37307,36.54325,0.33609,34.62725,0.31845,38.2225,0.3479,37.92,0.33476,37.08825,0.35633,40.98575,0.33035,69.64625,0.31109,35.84669,0.19922
8402,"Washington","GA",1504,34.6975,0.4163,0.0311447810381651,31.17,0.84088,26.8,-0.37228,35.99625,0.44029,33.372,0.39072,38.667,0.31592,35.3825,0.41498,35.14,0.39048,32.64475,0.31335,37.50375,0.37375,37.35975,0.42903,36.013,0.42168,,,67.4665,0.31282,35.19694,0.203045
8501,"Fitzgerald","GA",1207,36.7755,0.42002,0.0359147042036057,41.88775,0.75531,31.828,-0.43888,37.28275,0.42107,36.29325,0.41825,41.774,0.40328,37.5515,0.41978,37.11425,0.39485,33.8415,0.34786,41.27825,0.33157,39.498,0.35656,38.2005,0.3863,,,69.10325,0.38293,36.33957,0.169715
8502,"Cordele","GA",2048,35.2625,0.43734,0.033049039542675,35.801,0.82312,29.37625,-0.39843,35.251,0.46012,35.25275,0.41103,39.1325,0.40374,36.045,0.42428,34.64325,0.41741,31.74325,0.23053,38.127,0.41152,37.427,0.41344,36.3505,0.4233,,,67.90575,0.37643,34.51287,0.19465
8503,"Valdosta","GA",9271,36.122,0.4148,0.0318490117788315,38.24675,0.80347,28.475,-0.37364,37.45825,0.42005,34.82675,0.41095,38.74975,0.37095,37.0985,0.40578,36.21875,0.36847,34.09375,0.40307,39.16125,0.35029,38.0845,0.36822,37.13575,0.39015,40.431,0.32768,67.653,0.38028,35.72013,0.18638
8601,"Waycross","GA",4675,37.603,0.38752,0.0445917434990406,37.4875,0.7767,30.008,-0.38356,38.4005,0.40138,36.77975,0.37383,41.06675,0.34039,38.86675,0.37747,37.56075,0.36095,33.914,0.30616,41.08125,0.32465,39.134,0.35064,38.376,0.36808,40.402,0.40744,69.55099,0.35268,33.96975,0.18495
8602,"Brunswick","GA",3375,36.181,0.32316,0.0473826713860035,34.48425,0.67265,30.53225,-0.39003,37.01525,0.36309,35.36375,0.28703,40.1215,0.27142,36.946,0.32048,36.75225,0.28649,33.8715,0.27982,38.98575,0.27703,37.884,0.31612,37.0945,0.31794,38.527,0.29884,67.3295,0.29718,34.82069,0.16794
8701,"Hinesville","GA",4748,37.0335,0.33854,0.0489417985081673,31.30275,0.64783,29.30975,-0.33449,38.019,0.38516,36.04975,0.28499,40.88075,0.28603,37.76225,0.32661,36.66125,0.24949,35.25225,0.26565,38.381,0.31612,38.593,0.35476,37.90625,0.34505,,,68.64775,0.31827,33.94725,0.16042
8702,"Statesboro","GA",3952,36.17225,0.40297,0.0388888902962208,32.77375,0.73555,26.37775,-0.36333,37.06525,0.42257,35.32375,0.38383,39.42125,0.35673,36.993,0.39332,35.77625,0.39473,33.10125,0.26581,38.95675,0.36283,37.89,0.38824,37.07275,0.39455,38.1525,0.43166,68.60775,0.34395,34.63538,0.205455
8800,"Savannah","GA",15189,36.08325,0.35305,0.0409670919179916,33.3375,0.70406,30.1515,-0.34634,37.54925,0.36929,34.58975,0.33887,38.68825,0.33853,36.526,0.34988,36.786,0.30524,34.295,0.28884,38.58825,0.31477,38.27575,0.31827,37.243,0.3342,39.8345,0.32518,69.67225,0.28921,35.13881,0.189035
8900,"Macon","GA",15461,35.4545,0.38438,0.0326111726462841,34.967,0.71568,27.449,-0.31612,36.903,0.3926,33.983,0.37652,38.362,0.36912,36.14225,0.38009,35.9525,0.35074,33.479,0.31884,38.61725,0.33241,37.18975,0.36283,36.349,0.37272,39.73775,0.30231,67.7365,0.3489,35.85788,0.17601
9001,"Vidalia","GA",4268,38.273,0.41912,0.048065297305584,35.60175,0.75683,28.1675,-0.35346,39.1905,0.4255,37.34525,0.41125,42.10625,0.39201,39.49125,0.41017,37.922,0.3856,35.279,0.33588,41.14725,0.36993,40.217,0.36168,39.2395,0.38982,,,70.53325,0.38801,33.38863,0.189715
9002,"Milledgeville","GA",3058,33.139,0.38732,0.0322265625,37.08525,0.74057,26.17,-0.3412,34.973,0.41388,31.30475,0.36795,36.40625,0.31421,33.739,0.38268,33.64425,0.37221,31.547,0.29716,35.99675,0.34719,35.73625,0.34937,34.49125,0.36561,,,66.89575,0.29611,35.34581,0.189795
9003,"Dublin","GA",3178,34.9255,0.44058,0.032026968896389,34.6495,0.7869,27.09975,-0.32665,36.925,0.45588,32.9245,0.42658,37.41725,0.37661,35.72125,0.43321,35.13925,0.40041,31.4155,0.27106,38.94775,0.37995,37.49,0.401,36.20375,0.41951,37.17075,0.39467,65.56375,0.41575,34.63544,0.21457
9100,"Atlanta","GA",98341,35.96825,0.36589,0.0453297346830368,37.84825,0.70345,26.149,-0.33196,37.94675,0.37575,33.9705,0.35534,37.6685,0.35846,36.1905,0.36582,38.316,0.32532,34.1665,0.3109,39.455,0.31448,37.6835,0.31146,36.8825,0.3369,41.95,0.3104,69.427,0.27828,37.60256,0.194175
9200,"Griffin","GA",5217,36.1525,0.38454,0.0402813293039799,30.39525,0.71273,30.91675,-0.34513,37.75225,0.39281,34.60375,0.37871,38.869,0.36048,37.0415,0.37658,37.4175,0.32994,33.71475,0.29871,39.1705,0.33198,38.2745,0.37218,37.22925,0.37729,39.85375,0.24503,70.341,0.31808,34.06194,0.16885
9301,"Winder","GA",6172,35.4965,0.37682,0.0379506647586823,31.5405,0.8257,25.60075,-0.32429,37.158,0.39236,33.88,0.36172,38.49625,0.32993,36.119,0.37076,37.19925,0.31845,33.001,0.31,38.6855,0.32534,36.40525,0.36153,35.97075,0.36859,37.734,0.35884,66.64175,0.35447,35.19819,0.225545
9302,"Toccoa","GA",3216,38.06775,0.38059,0.0416666679084301,32.28275,0.77843,26.00075,-0.31153,39.20725,0.39609,36.9845,0.3671,40.65075,0.32043,39.163,0.37288,38.48475,0.35051,35.597,0.33244,40.217,0.33876,39.57825,0.38805,38.84375,0.38255,38.69775,0.38719,69.62151,0.35466,34.81306,0.175615
9400,"Gainesville","GA",8566,39.54725,0.33521,0.0697157010436058,28.5535,0.80418,28.62975,-0.37069,40.47825,0.35273,38.62975,0.31987,41.68875,0.29215,40.635,0.32668,41.319,0.30092,37.69075,0.29867,41.08125,0.30881,42.33375,0.27555,41.0095,0.3033,40.03975,0.33263,70.172,0.32396,34.20644,0.182475
9500,"Talladega","AL",5584,37.9475,0.42206,0.0449032261967659,23.118,0.68796,28.38225,-0.33447,38.852,0.42156,37.05575,0.42287,42.024,0.38216,39.048,0.4118,37.43925,0.36813,35.1205,0.30682,41.1705,0.36966,39.435,0.40868,38.6865,0.41442,39.99075,0.41363,69.77975,0.36795,32.52381,0.166785
9600,"LaGrange","GA",18078,37.601,0.37312,0.0523430220782757,26.64225,0.75249,29.53475,-0.33741,38.57025,0.37293,36.62275,0.37331,41.202,0.35492,38.757,0.36408,38.31,0.33856,35.16775,0.32055,40.335,0.32352,39.7785,0.34514,38.715,0.35788,39.88375,0.34059,70.04224,0.33881,33.79881,0.17511
9701,"Columbus","GA",12119,35.24325,0.37185,0.0349603332579136,31.0185,0.73058,28.28625,-0.32095,36.9125,0.37978,33.5225,0.36466,37.601,0.34444,36.16225,0.36097,35.21075,0.32843,34.0725,0.30294,36.493,0.35744,38.2135,0.32814,36.793,0.34812,39.01925,0.31453,70.619,0.29816,34.33219,0.17405
9702,"Americus","GA",2362,34.5395,0.40858,0.0344074293971062,35.835,0.74284,27.4555,-0.31518,35.08075,0.42279,34.012,0.39368,38.777,0.35348,35.61325,0.39389,34.6895,0.38622,31.04775,0.19159,38.66425,0.35853,36.34825,0.39201,35.4305,0.39894,,,68.10474,0.35259,34.26269,0.16173
9800,"Auburn","AL",4611,35.75,0.38956,0.0342648029327393,29.02175,0.81531,26.8625,-0.32658,36.9035,0.39742,34.58175,0.38299,40.49075,0.33431,36.75125,0.37889,35.92375,0.34419,33.762,0.28204,39.29675,0.33715,37.59425,0.36893,36.71025,0.37789,39.72475,0.29323,70.3835,0.29766,34.92231,0.181015
9900,"Tallahassee","FL",14988,37.87375,0.36895,0.0470258146524429,40.5735,0.8105,24.38125,-0.35643,39.244,0.38612,36.51925,0.35257,40.39325,0.34013,38.71975,0.35567,37.06425,0.33349,35.41725,0.35769,41.77225,0.29337,39.062,0.33328,38.4685,0.35054,41.822,0.32076,70.606,0.342,39.2475,0.20693
10000,"Panama City","FL",6274,39.185,0.33456,0.0581574887037277,35.8595,0.85222,23.85275,-0.30629,41.8615,0.34202,36.50225,0.33085,41.0745,0.31786,40.15575,0.32215,38.5965,0.2589,37.693,0.354,40.81675,0.29599,40.5155,0.3347,39.88125,0.33361,39.48175,0.33155,69.96475,0.32187,36.56906,0.204845
10101,"Bainbridge","GA",1860,37.45875,0.39551,0.0393333323299885,48.4225,0.61378,29.10275,-0.46157,39.43025,0.42461,35.56975,0.36603,40.57525,0.33633,38.481,0.38296,36.84125,0.38377,34.25375,0.29883,41.326,0.33072,37.41125,0.32973,37.3965,0.36374,,,70.672,0.32424,38.973,0.164885
10102,"Thomasville","GA",2888,36.29575,0.39979,0.0328861959278584,37.555,0.73496,27.27525,-0.36235,37.6675,0.40554,34.98775,0.39087,38.45025,0.35725,37.36425,0.39053,36.05125,0.33433,33.964,0.31828,39.355,0.34744,38.38825,0.40401,37.39,0.39984,,,69.55875,0.33387,35.32125,0.188295
10200,"Albany","GA",7924,34.5305,0.37666,0.027632687240839,40.9365,0.73286,28.83775,-0.32637,35.8415,0.39286,33.1935,0.35922,37.4445,0.35694,35.495,0.36636,34.443,0.349,32.13325,0.27241,38.204,0.32204,35.8935,0.35818,35.20425,0.36693,41.888,0.2812,66.9205,0.3385,34.282,0.17327
10301,"Eufaula","GA",2633,35.21525,0.43969,0.0229549240320921,35.63875,0.77639,29.05475,-0.36093,35.474,0.47136,34.934,0.40376,39.611,0.38032,36.2025,0.43118,34.6035,0.39566,31.98525,0.27605,38.75325,0.39021,36.149,0.44952,35.659,0.44388,,,68.059,0.34312,34.95256,0.169025
10302,"Dothan","AL",8993,39.018,0.40724,0.0582822076976299,29.59375,0.83379,26.26825,-0.32375,40.51925,0.41261,37.55025,0.40253,42.14625,0.37321,40.16875,0.39679,39.069,0.34232,36.76775,0.37975,41.403,0.36064,41.02675,0.37495,40.04875,0.38975,39.3705,0.42962,69.92775,0.36811,34.20537,0.173125
10400,"Meridian","MS",6696,37.3035,0.4465,0.046772874891758,39.33625,0.73181,26.61125,-0.31991,38.5065,0.47042,36.1715,0.42482,41.2195,0.38062,38.30875,0.43891,36.92775,0.40323,34.34525,0.35989,41.343,0.37164,38.88825,0.44157,38.0995,0.4425,41.47775,0.39083,68.52875,0.41759,33.61994,0.15651
10501,"Columbus","MS",4194,36.02175,0.44751,0.0360278524458408,42.0135,0.72158,28.51675,-0.34637,36.53,0.47676,35.5115,0.4199,41.465,0.37696,36.9155,0.4471,35.81875,0.40611,32.6555,0.29406,40.579,0.37372,37.922,0.4306,36.99125,0.43769,40.292,0.42316,68.15749,0.41178,37.76656,0.160075
10502,"Starkville","MS",4071,36.79075,0.44811,0.0399361029267311,42.7715,0.77802,27.09875,-0.33337,37.73975,0.48211,35.87675,0.41739,40.86125,0.36517,37.8115,0.4423,36.10825,0.42593,33.80375,0.36527,41.915,0.3462,37.511,0.4386,37.136,0.44316,,,68.91975,0.40575,37.74813,0.18806
10600,"Jasper","AL",6330,41.94475,0.37903,0.0865883603692055,28.9295,0.88518,26.60225,-0.33979,43.2875,0.3773,40.66425,0.38085,44.54975,0.36327,43.51225,0.36865,41.89375,0.34443,40.04125,0.36065,43.2355,0.35338,43.67575,0.37119,42.80925,0.37393,42.01875,0.37911,69.82425,0.36057,33.8805,0.18071
10700,"Birmingham","AL",38677,37.5835,0.39198,0.0504318326711655,32.4705,0.83106,25.75375,-0.32461,39.27075,0.39799,35.88175,0.38715,40.518,0.36392,38.6945,0.3873,38.72975,0.35459,35.19325,0.33521,41.0955,0.33546,39.546,0.35236,38.59225,0.37113,41.81975,0.34199,69.2225,0.32878,35.96475,0.205725
10801,"Tuscaloosa","AL",10534,36.85525,0.41753,0.0403225794434547,33.8605,0.83254,28.481,-0.36088,37.70675,0.43163,36.00425,0.40341,41.668,0.36508,37.81925,0.41213,36.55825,0.38633,34.28675,0.34327,41.57975,0.33591,38.587,0.3778,37.71225,0.39721,41.94975,0.35159,68.842,0.34376,36.71569,0.2103
10802,"Demopolis","AL",2834,37.42325,0.39097,0.0423830449581146,36.8955,0.73026,25.38925,-0.27143,37.807,0.41064,37.045,0.37352,43.8095,0.34326,38.6045,0.38714,36.672,0.36652,33.9125,0.2309,42.8145,0.31678,38.61475,0.40735,37.99225,0.39873,,,70.197,0.32884,37.66956,0.181325
10900,"Pensacola","FL",22465,39.736,0.33476,0.0612063407897949,40.927,0.78068,23.6305,-0.30946,41.96825,0.33461,37.53575,0.33547,42.03175,0.33007,40.6435,0.32262,38.6135,0.28482,37.86525,0.36845,41.8575,0.2851,41.14825,0.31853,40.485,0.32524,42.20825,0.29657,71.032,0.32204,37.93387,0.200435
